PostIndex,Topic,Emotion,AudioFormat,VideoFormat,Language
15316,Dance,affection,lip-syncing,self-shot,Hindi
15317,Couple Romance,affection,lip-syncing,self-shot,Hindi
15319,Pranks,happy,background-song-with-lyrics,videos-with-text,Hindi
15324,Dance,happy,lip-syncing,self-shot,Hindi
15330,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
15339,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
15340,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
15348,Couple Romance,affection,lip-syncing,self-shot,Hindi
15351,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
15357,Heartbreak Romance,neutral,lip-syncing,special-effects,Hindi
15358,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
15360,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
15361,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
15362,Dance,happy,lip-syncing,special-effects,Hindi
15382,Pranks,happy,self-spoken-monologues,special-effects,Hindi
15393,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
15400,Heartbreak Romance,sad,lip-syncing,videos-with-text,Hindi
15402,Couple Romance,happy,lip-syncing,special-effects,Hindi
15403,Couple Romance,happy,lip-syncing,self-shot,Hindi
15405,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
15409,Couple Romance,neutral,self-spoken-dialogues,self-shot,Hindi
15411,Dance,happy,lip-syncing,self-shot,Hindi
15416,Couple Romance,affection,lip-syncing,self-shot,Hindi
15420,Pranks,happy,noise,self-shot,Hindi
15422,Couple Romance,affection,lip-syncing,self-shot,Hindi
15424,Couple Romance,affection,lip-syncing,self-shot,Hindi
15445,Pranks,happy,background-song-with-lyrics,videos-with-text,Hindi
15446,Dance,happy,background-song-with-lyrics,self-shot,Hindi
15455,Couple Romance,happy,lip-syncing,special-effects,Hindi
15456,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
15464,Dance,happy,lip-syncing,self-shot,Hindi
15479,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
15487,Couple Romance,happy,lip-syncing,self-shot,Hindi
15491,Couple Romance,affection,lip-syncing,self-shot,Hindi
15492,Couple Romance,affection,lip-syncing,self-shot,Hindi
15498,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
15499,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
15500,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
15509,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
15510,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
15521,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
15534,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
15537,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
15540,Couple Romance,affection,lip-syncing,self-shot,Hindi
15542,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
15555,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
15558,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
15563,Dance,happy,lip-syncing,self-shot,Hindi
15569,Dance,happy,lip-syncing,self-shot,Hindi
15575,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
15585,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
15597,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
15607,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Hindi
15611,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
15628,Couple Romance,happy,background-song-with-lyrics,videos-with-text,Hindi
15633,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
15636,Couple Romance,affection,lip-syncing,self-shot,Hindi
15637,Pranks,happy,lip-syncing,videos-with-text,Hindi
15642,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
15643,Heartbreak Romance,sad,self-spoken-dialogues,videos-with-text,Hindi
15644,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
15651,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
15655,Couple Romance,anger,lip-syncing,self-shot,Hindi
15660,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
15666,Couple Romance,affection,lip-syncing,special-effects,Hindi
15669,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
15703,Couple Romance,affection,lip-syncing,self-shot,Hindi
15710,Dance,affection,lip-syncing,special-effects,Hindi
15714,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
15724,Couple Romance,happy,lip-syncing,self-shot,Hindi
15733,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
15734,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
15740,Pranks,happy,noise,self-shot,Hindi
15746,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
15748,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
15752,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
15756,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
15762,Dance,affection,lip-syncing,self-shot,Hindi
15766,Pranks,happy,self-spoken-monologues,videos-with-text,Hindi
15788,Couple Romance,happy,lip-syncing,self-shot,Hindi
15791,Couple Romance,happy,lip-syncing,self-shot,Hindi
15804,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
15805,Dance,affection,lip-syncing,self-shot,Hindi
15811,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
15834,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
15856,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
15867,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
15869,Couple Romance,happy,lip-syncing,self-shot,Hindi
15875,Couple Romance,affection,lip-syncing,self-shot,Hindi
15884,Couple Romance,happy,lip-syncing,self-shot,Hindi
15885,Pranks,happy,self-spoken-monologues,videos-with-text,Hindi
15888,Pranks,happy,self-spoken-monologues,self-shot,Hindi
15892,Couple Romance,happy,lip-syncing,self-shot,Hindi
15901,Memes,happy,self-spoken-dialogues,special-effects,Hindi
15915,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
15918,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
15924,Dance,affection,lip-syncing,self-shot,Hindi
15928,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
15937,Couple Romance,affection,lip-syncing,special-effects,Hindi
15947,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
15950,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
15952,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
15953,Dance,happy,lip-syncing,self-shot,Hindi
15960,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
15962,Couple Romance,affection,lip-syncing,self-shot,Hindi
15977,Couple Romance,affection,lip-syncing,self-shot,Hindi
15992,Couple Romance,happy,lip-syncing,self-shot,Hindi
15994,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
16016,Heartbreak Romance,happy,lip-syncing,self-shot,Hindi
16017,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
16028,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
16031,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
16040,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
16046,Dance,happy,lip-syncing,self-shot,Hindi
16061,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
16065,Couple Romance,affection,lip-syncing,self-shot,Hindi
16073,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
16091,Couple Romance,affection,lip-syncing,self-shot,Hindi
16094,Couple Romance,affection,lip-syncing,self-shot,Hindi
16098,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
16103,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
16106,Couple Romance,affection,lip-syncing,self-shot,Hindi
16112,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
16117,Heartbreak Romance,happy,lip-syncing,self-shot,Hindi
16119,Heartbreak Romance,sad,lip-syncing,videos-with-text,Hindi
16128,Dance,affection,lip-syncing,self-shot,Hindi
16130,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
16146,Couple Romance,confidence,self-spoken-dialogues,special-effects,Hindi
16149,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
16162,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
16176,Dance,happy,lip-syncing,self-shot,Hindi
16181,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
16190,Couple Romance,affection,self-spoken-dialogues,self-shot,Hindi
16192,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
16200,Couple Romance,affection,lip-syncing,self-shot,Hindi
16204,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
16207,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
16215,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
16230,Couple Romance,affection,lip-syncing,special-effects,Hindi
16265,Dance,happy,lip-syncing,self-shot,Hindi
16266,Couple Romance,happy,lip-syncing,special-effects,Hindi
16267,Dance,neutral,lip-syncing,self-shot,Hindi
16272,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
16286,Couple Romance,affection,lip-syncing,self-shot,Hindi
16295,Couple Romance,happy,lip-syncing,self-shot,Hindi
16303,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
16304,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
16308,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
16314,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
16323,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
16336,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
16351,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
16361,Couple Romance,affection,lip-syncing,self-shot,Hindi
16368,Dance,happy,lip-syncing,self-shot,Hindi
16379,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
16387,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
16389,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
16402,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
16405,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
16421,Couple Romance,affection,self-spoken-dialogues,self-shot,Hindi
16438,Couple Romance,affection,lip-syncing,self-shot,Hindi
16439,Couple Romance,affection,lip-syncing,self-shot,Hindi
16443,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
16448,Pranks,happy,background-song-with-lyrics,videos-with-text,Hindi
16453,Couple Romance,happy,lip-syncing,self-shot,Hindi
16457,Pranks,happy,self-spoken-monologues,self-shot,Hindi
16468,Couple Romance,happy,self-spoken-dialogues,self-shot,Hindi
16487,Couple Romance,affection,lip-syncing,self-shot,Hindi
16493,Couple Romance,affection,lip-syncing,self-shot,Hindi
16517,Dance,affection,lip-syncing,self-shot,Hindi
16532,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
16541,Dance,sad,background-song-with-lyrics,self-shot,Hindi
16544,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Hindi
16550,Couple Romance,happy,lip-syncing,self-shot,Hindi
16555,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Hindi
16573,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
16575,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
16594,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
16597,Couple Romance,happy,lip-syncing,self-shot,Hindi
16606,Couple Romance,happy,lip-syncing,special-effects,Hindi
16608,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
16619,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
16625,Couple Romance,happy,lip-syncing,self-shot,Hindi
16628,Dance,neutral,background-song-with-lyrics,self-shot,Hindi
16638,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
16645,Couple Romance,happy,lip-syncing,self-shot,Hindi
16671,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
16674,Dance,happy,lip-syncing,self-shot,Hindi
16687,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
16697,Couple Romance,affection,lip-syncing,self-shot,Hindi
16725,Couple Romance,affection,lip-syncing,special-effects,Hindi
16743,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
16753,Dance,happy,background-song-with-lyrics,self-shot,Hindi
16755,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
16778,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
16779,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
16790,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
16800,Couple Romance,affection,lip-syncing,special-effects,Hindi
16810,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
16816,Couple Romance,sad,self-spoken-monologues,videos-with-text,Hindi
16825,Couple Romance,happy,lip-syncing,self-shot,Hindi
16827,Couple Romance,affection,lip-syncing,special-effects,Hindi
16830,Dance,affection,lip-syncing,self-shot,Hindi
16842,Couple Romance,affection,lip-syncing,videos-with-text,Hindi
16856,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
16859,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
16861,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
16882,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
16896,Couple Romance,affection,lip-syncing,special-effects,Hindi
16906,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
16911,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
16913,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
16920,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
16922,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
16930,Couple Romance,happy,lip-syncing,self-shot,Hindi
16938,Couple Romance,fear,background-song-with-lyrics,self-shot,Hindi
16940,Heartbreak Romance,sad,self-spoken-monologues,self-shot,Hindi
16956,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
16961,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
16983,Pranks,happy,background-song-with-lyrics,videos-with-text,Hindi
16986,Couple Romance,happy,lip-syncing,self-shot,Hindi
16987,Couple Romance,happy,lip-syncing,self-shot,Hindi
17017,Dance,affection,lip-syncing,self-shot,Hindi
17022,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
17023,Heartbreak Romance,happy,lip-syncing,special-effects,Hindi
17026,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
17029,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
17035,Pranks,happy,self-spoken-monologues,videos-with-text,Hindi
17036,Couple Romance,affection,lip-syncing,self-shot,Hindi
17037,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
17040,Dance,happy,background-song-with-lyrics,self-shot,Hindi
17069,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
17071,Pranks,happy,self-spoken-monologues,special-effects,Hindi
17072,Couple Romance,happy,lip-syncing,self-shot,Hindi
17093,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
17096,Couple Romance,affection,lip-syncing,special-effects,Hindi
17097,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
17102,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
17106,Dance,happy,lip-syncing,special-effects,Hindi
17107,Dance,neutral,background-song-with-lyrics,special-effects,Hindi
17110,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
17111,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
17113,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
17122,Heartbreak Romance,sad,background-song-with-lyrics,image,Hindi
17126,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
17127,Couple Romance,confidence,lip-syncing,self-shot,Hindi
17153,Couple Romance,happy,self-spoken-dialogues,self-shot,Hindi
17165,Pranks,happy,background-song-with-lyrics,special-effects,Hindi
17174,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
17177,Memes,happy,self-sung-song,special-effects,Hindi
17179,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
17187,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
17194,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
17195,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
17207,Couple Romance,confidence,lip-syncing,self-shot,Hindi
17212,Heartbreak Romance,sad,self-spoken-monologues,self-shot,Hindi
17219,Pranks,happy,background-song-with-lyrics,videos-with-text,Hindi
17232,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
17233,Pranks,neutral,instrumental,videos-with-text,Hindi
17236,Couple Romance,neutral,background-song-with-lyrics,self-shot,Hindi
17237,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
17239,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
17241,Pranks,happy,self-sung-song,self-shot,Hindi
17242,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
17244,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
17245,Heartbreak Romance,confidence,lip-syncing,videos-with-text,Hindi
17246,Pranks,happy,self-spoken-monologues,special-effects,Hindi
17247,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
17251,Couple Romance,happy,lip-syncing,self-shot,Hindi
17260,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
17268,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
17281,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
17297,Pranks,happy,self-sung-song,self-shot,Hindi
17310,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
17315,Pranks,happy,self-spoken-monologues,self-shot,Hindi
17323,Couple Romance,affection,lip-syncing,self-shot,Hindi
17361,Pranks,happy,background-song-with-lyrics,videos-with-text,Hindi
17370,Dance,happy,lip-syncing,self-shot,Hindi
17395,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
17408,Pranks,surprise,self-spoken-monologues,self-shot,Hindi
17419,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
17426,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
17428,Memes,happy,self-spoken-monologues,special-effects,Hindi
17445,Heartbreak Romance,surprise,lip-syncing,self-shot,Hindi
17459,Couple Romance,happy,lip-syncing,self-shot,Hindi
17463,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
17474,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
17492,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Hindi
17500,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
17509,Pranks,fear,self-spoken-dialogues,self-shot,Hindi
17516,Memes,happy,self-spoken-monologues,special-effects,Hindi
17539,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
17543,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
17562,Heartbreak Romance,sad,self-spoken-monologues,self-shot,Hindi
17585,Dance,happy,background-song-with-lyrics,self-shot,Hindi
17588,Pranks,happy,background-song-with-lyrics,videos-with-text,Hindi
17626,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
17631,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
17647,Dance,happy,lip-syncing,self-shot,Hindi
17649,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
17652,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
17660,Pranks,happy,noise,self-shot,Hindi
17667,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
17675,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
17678,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
17691,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
17699,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
17708,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
17714,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
17715,Pranks,happy,self-spoken-monologues,self-shot,Hindi
17727,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
17728,Pranks,happy,self-spoken-monologues,special-effects,Hindi
17729,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Hindi
17735,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
17739,Pranks,surprise,self-spoken-monologues,self-shot,Hindi
17766,Pranks,happy,self-spoken-monologues,self-shot,Hindi
17778,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
17782,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
17786,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
17789,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
17791,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
17795,Pranks,neutral,instrumental,videos-with-text,Hindi
17796,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
17819,Heartbreak Romance,sad,self-spoken-dialogues,self-shot,Hindi
17820,Couple Romance,affection,lip-syncing,self-shot,Hindi
17823,Heartbreak Romance,sad,self-spoken-monologues,special-effects,Hindi
17828,Dance,happy,background-song-with-lyrics,special-effects,Hindi
17870,Dance,happy,lip-syncing,special-effects,Hindi
17871,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
23349,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
26382,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Tamil
26383,Couple Romance,confidence,background-song-with-lyrics,special-effects,Tamil
26384,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
26393,Couple Romance,happy,lip-syncing,special-effects,Tamil
26398,Couple Romance,happy,background-song-with-lyrics,self-shot,Tamil
26399,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Tamil
26402,Heartbreak Romance,sad,lip-syncing,special-effects,Tamil
26405,Pranks,happy,background-song-with-lyrics,self-shot,Tamil
26413,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
26417,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
26424,Dance,neutral,background-song-with-lyrics,self-shot,Tamil
26444,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
26447,Couple Romance,happy,background-song-with-lyrics,self-shot,Tamil
26448,Memes,happy,self-spoken-dialogues,special-effects,Tamil
26451,Couple Romance,affection,lip-syncing,self-shot,Tamil
26457,Dance,happy,lip-syncing,special-effects,Tamil
26463,Couple Romance,happy,lip-syncing,self-shot,Tamil
26466,Couple Romance,happy,lip-syncing,self-shot,Tamil
26475,Dance,happy,lip-syncing,self-shot,Tamil
26476,Dance,happy,lip-syncing,self-shot,Tamil
26478,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
26480,Heartbreak Romance,sad,lip-syncing,special-effects,Tamil
26482,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
26483,Heartbreak Romance,sad,lip-syncing,special-effects,Tamil
26486,Memes,happy,self-spoken-dialogues,special-effects,Tamil
26488,Dance,happy,lip-syncing,special-effects,Tamil
26489,Heartbreak Romance,sad,lip-syncing,special-effects,Tamil
26490,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
26495,Pranks,happy,self-spoken-dialogues,special-effects,Tamil
26497,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
26511,Dance,happy,background-song-with-lyrics,self-shot,Tamil
26512,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
26518,Couple Romance,happy,lip-syncing,self-shot,Tamil
26519,Pranks,happy,background-song-with-lyrics,self-shot,Tamil
26520,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
26534,Heartbreak Romance,sad,self-spoken-dialogues,special-effects,Tamil
26550,Dance,happy,lip-syncing,self-shot,Tamil
26557,Couple Romance,affection,lip-syncing,self-shot,Tamil
26562,Heartbreak Romance,sad,lip-syncing,special-effects,Tamil
26563,Pranks,happy,self-spoken-dialogues,special-effects,Tamil
26564,Couple Romance,happy,lip-syncing,self-shot,Tamil
26567,Dance,happy,background-song-with-lyrics,self-shot,Tamil
26579,Dance,happy,lip-syncing,self-shot,Tamil
26588,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
26592,Dance,surprise,background-song-with-lyrics,special-effects,Tamil
26597,Pranks,happy,self-spoken-dialogues,self-shot,Tamil
26599,Heartbreak Romance,sad,lip-syncing,special-effects,Tamil
26608,Couple Romance,happy,lip-syncing,self-shot,Tamil
26611,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
26613,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
26615,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Tamil
26634,Heartbreak Romance,sad,lip-syncing,special-effects,Tamil
26651,Couple Romance,affection,lip-syncing,self-shot,Tamil
26652,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Tamil
26662,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
26664,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
26669,Heartbreak Romance,neutral,background-song-with-lyrics,self-shot,Tamil
26670,Heartbreak Romance,sad,lip-syncing,special-effects,Tamil
26675,Dance,happy,lip-syncing,self-shot,Tamil
26677,Couple Romance,happy,lip-syncing,self-shot,Tamil
26678,Heartbreak Romance,sad,lip-syncing,special-effects,Tamil
26685,Couple Romance,affection,lip-syncing,self-shot,Tamil
26687,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
26689,Couple Romance,happy,lip-syncing,self-shot,Tamil
26693,Dance,neutral,lip-syncing,self-shot,Tamil
26701,Dance,happy,lip-syncing,self-shot,Tamil
26702,Couple Romance,happy,background-song-with-lyrics,self-shot,Tamil
26703,Pranks,happy,self-spoken-dialogues,special-effects,Tamil
26704,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
26713,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
26714,Couple Romance,affection,background-song-with-lyrics,special-effects,Tamil
26716,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
26717,Dance,happy,lip-syncing,special-effects,Tamil
26723,Dance,happy,background-song-with-lyrics,special-effects,Tamil
26726,Couple Romance,happy,background-song-with-lyrics,self-shot,Tamil
26732,Couple Romance,happy,lip-syncing,special-effects,Tamil
26739,Couple Romance,happy,background-song-with-lyrics,self-shot,Tamil
26740,Couple Romance,affection,lip-syncing,self-shot,Tamil
26744,Memes,happy,self-spoken-dialogues,special-effects,Tamil
26746,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
26747,Couple Romance,happy,background-song-with-lyrics,self-shot,Tamil
26755,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
26759,Heartbreak Romance,sad,lip-syncing,special-effects,Tamil
26760,Heartbreak Romance,sad,lip-syncing,special-effects,Tamil
26770,Dance,happy,lip-syncing,self-shot,Tamil
26773,Couple Romance,affection,lip-syncing,special-effects,Tamil
26780,Dance,happy,lip-syncing,self-shot,Tamil
26786,Couple Romance,happy,lip-syncing,self-shot,Tamil
26789,Couple Romance,affection,background-song-with-lyrics,special-effects,Tamil
26793,Couple Romance,affection,lip-syncing,special-effects,Tamil
26799,Pranks,happy,self-spoken-dialogues,self-shot,Tamil
26803,Memes,happy,background-song-with-lyrics,special-effects,Tamil
26807,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Tamil
26827,Dance,happy,lip-syncing,self-shot,Tamil
26845,Couple Romance,happy,lip-syncing,self-shot,Tamil
26848,Pranks,happy,self-spoken-dialogues,videos-with-text,Tamil
26857,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Tamil
26861,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
26865,Dance,happy,lip-syncing,self-shot,Tamil
26870,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
26872,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
26874,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
26881,Couple Romance,happy,lip-syncing,special-effects,Tamil
26884,Heartbreak Romance,sad,lip-syncing,self-shot,Tamil
26887,Dance,happy,background-song-with-lyrics,self-shot,Tamil
